doi,clientId,publicationYear,resourceType,title,publisher,isPublisher,haveCreatorAffiliation,haveContributorAffiliation,isLatestVersion,isConceptDoi
10.5281/zenodo.10283010,cern.zenodo,2024,Software,JulianFrattini/rqi-ipv: WSESE Acceptance,Zenodo,0,1,0,0,1
10.5281/zenodo.10283011,cern.zenodo,2023,Software,JulianFrattini/rqi-ipv: WSESE Submission,Zenodo,0,1,0,1,0
10.5281/zenodo.10289247,cern.zenodo,2023,Software,JulianFrattini/rqi-ipv: WSESE Submission v1.1,Zenodo,0,1,0,1,0
10.5281/zenodo.10417851,cern.zenodo,2023,Software,michaeldorner/information-diffusion-boundaries-in-code-review: 1.0,Zenodo,0,1,0,0,0
10.5281/zenodo.10417852,cern.zenodo,2023,Software,michaeldorner/information-diffusion-boundaries-in-code-review: 1.0,Zenodo,0,1,0,1,0
10.5281/zenodo.10423665,cern.zenodo,2024,Software,JulianFrattini/rqi-proto: EMSE Revision 1,Zenodo,0,1,0,0,1
10.5281/zenodo.10423666,cern.zenodo,2023,Software,JulianFrattini/rqi-proto: EMSE Submission,Zenodo,0,1,0,1,0
10.6084/m9.figshare.25052267,figshare.ars,2024,Text,Additional file 1 of Daily activity patterns in older adults receiving initial support: the association between daily steps and sitting in bouts of at least 60 min,figshare,0,1,0,1,0
10.6084/m9.figshare.25052267.v1,figshare.ars,2024,Text,Additional file 1 of Daily activity patterns in older adults receiving initial support: the association between daily steps and sitting in bouts of at least 60 min,figshare,0,1,0,1,0
10.6084/m9.figshare.c.7040243,figshare.ars,2024,Collection,Daily activity patterns in older adults receiving initial support: the association between daily steps and sitting in bouts of at least 60 min,figshare,0,1,0,1,0
10.6084/m9.figshare.c.7040243.v1,figshare.ars,2024,Collection,Daily activity patterns in older adults receiving initial support: the association between daily steps and sitting in bouts of at least 60 min,figshare,0,1,0,1,0
10.5281/zenodo.10562690,cern.zenodo,2024,Software,JulianFrattini/rqi-ipv: WSESE Acceptance,Zenodo,0,1,0,1,0
10.5281/zenodo.10633766,cern.zenodo,2024,Software,JulianFrattini/rqi-relf: REFSQ Publication,Zenodo,0,1,0,1,0
10.5281/zenodo.10633873,cern.zenodo,2024,Software,mmWave Explorer,Zenodo,0,1,0,0,0
10.5281/zenodo.10633874,cern.zenodo,2024,Software,mmWave Explorer,Zenodo,0,1,0,1,0
10.5281/zenodo.10649264,cern.zenodo,2024,Journal,Understanding and Evaluating Software Reuse Costs and Benefits from Industrial Cases - A Systematic Literature Review,Zenodo,0,1,0,1,0
10.5281/zenodo.10654103,cern.zenodo,2024,Dataset,Dataset for Adversarial Machine Learning in Industry: A Systematic Literature Review,Zenodo,0,1,0,1,0
10.5281/zenodo.10654102,cern.zenodo,2024,Dataset,Dataset for Adversarial Machine Learning in Industry: A Systematic Literature Review,Zenodo,0,1,0,0,1
10.5281/zenodo.10666981,cern.zenodo,2024,Software,JulianFrattini/nlp4re-tools: Revision 1,Zenodo,0,1,0,1,0
10.34658/9788367934039.119,psnc.wpl,2023,Text,Swedish and Danish typo-morphology – The historical approaches and new conceptualizations for informing urban design,Conference Proceedings XXIX International Seminar on Urban Form ISUF 2022 Urban Redevelopment and Revitalisation A Multidisciplinary Perspective/Lodz University of Technology Press,0,1,0,1,0
10.5281/zenodo.10869627,cern.zenodo,2024,Software,JulianFrattini/gere-r3a: Artifact Preparation,Zenodo,0,1,0,1,0
10.5281/zenodo.10869626,cern.zenodo,2024,Software,JulianFrattini/gere-r3a: Evaluated Artifact,Zenodo,0,1,0,0,1
10.5281/zenodo.10880354,cern.zenodo,2024,Software,JulianFrattini/gere-r3a: Artifact Evaluation Submission,Zenodo,0,1,0,1,0
10.5281/zenodo.10900957,cern.zenodo,2024,InteractiveResource,Open Science – Artefact Management Guideline,Zenodo,0,1,0,1,0
10.5281/zenodo.10925399,cern.zenodo,2024,Text,How to tap the minds of the brightest students for RSE?,Zenodo,0,1,0,0,1
10.5281/zenodo.10925400,cern.zenodo,2024,Text,How to tap the minds of the brightest students for RSE?,Zenodo,0,1,0,1,0
10.5281/zenodo.10999829,cern.zenodo,2024,ComputationalNotebook,Industrial Practices of Requirements Engineering for ML-Enabled Systems in Brazil,Zenodo,0,1,0,0,1
10.48550/arxiv.2404.17338,arxiv.content,2024,Preprint,Towards an Approach to Pattern-based Domain-Specific Requirements Engineering,arXiv,0,1,0,1,0
10.5281/zenodo.11096715,cern.zenodo,2024,Model,Artifact Model for Regulatory Requirements Engineering (AM4RRE) v.1,Zenodo,0,1,1,0,1
10.5281/zenodo.11096716,cern.zenodo,2024,Model,Artifact Model for Regulatory Requirements Engineering (AM4RRE) v.1,Zenodo,0,1,1,1,0
10.5281/zenodo.11122132,cern.zenodo,2024,Software,JulianFrattini/gere-r3a: Evaluated Artifact,Zenodo,0,1,0,1,0
10.5281/zenodo.11216960,cern.zenodo,2023,Dataset,Recovery of unavailable Requirements Quality Artifacts,Zenodo,0,1,0,1,0
10.5281/zenodo.11218299,cern.zenodo,2024,Dataset,Naming the Pain in Machine Learning-Enabled Systems Engineering,Zenodo,0,1,0,0,1
10.5281/zenodo.11218300,cern.zenodo,2024,Dataset,Naming the Pain in Machine Learning-Enabled Systems Engineering,Zenodo,0,1,0,1,0
10.5281/zenodo.11230222,cern.zenodo,2024,Software,"NLP4RE Tools: Classification, Overview, and Management (Book Chapter Companion)",Zenodo,0,1,0,1,0
10.2312/eged.20241006,tib.eugraph,2024,ConferencePaper,A Research Methodology Course in a Game Development Curriculum,The Eurographics Association,0,1,0,1,0
10.5281/zenodo.11350307,cern.zenodo,2024,JournalArticle,Using Voice and Biofeedback to Predict User Engagement during Product Feedback Interviews,Zenodo,0,1,0,1,0
10.5281/zenodo.11350306,cern.zenodo,2024,JournalArticle,Using Voice and Biofeedback to Predict User Engagement during Product Feedback Interviews,Zenodo,0,1,0,0,1
10.5281/zenodo.11354705,cern.zenodo,2025,Dataset,"Supplementary Materials of the Tutorial: ""Promotion of Open Science in Requirements Engineering: Leveraging the ORKG and ORKG Ask for FAIR Scientific Information""",Zenodo,0,1,0,0,1
10.5281/zenodo.11354706,cern.zenodo,2024,Dataset,"Supplementary Materials of the Tutorial: ""Promotion of Open Science in Requirements Engineering - Leveraging the Open Research Knowledge Graph for FAIR Scientific Information""",Zenodo,0,1,0,1,0
10.60692/568pm-64w28,iapx.bsycxq,2022,Text,Successful combination of database search and snowballing for identification of primary studies in systematic literature studies,OpenAlex,0,1,0,1,0
10.60692/1r4jg-nnz83,iapx.bsycxq,2022,Text,Successful combination of database search and snowballing for identification of primary studies in systematic literature studies,OpenAlex,0,1,0,0,1
10.60692/kw4rm-ey461,iapx.bsycxq,2022,Text,Successful combination of database search and snowballing for identification of primary studies in systematic literature studies,OpenAlex,0,1,0,0,0
10.60692/q7f2y-sb224,iapx.bsycxq,2022,Text,Successful combination of database search and snowballing for identification of primary studies in systematic literature studies,OpenAlex,0,1,0,1,0
10.60692/fg2h9-94n12,iapx.bsycxq,2019,Text,An Approach for Reviewing Security-Related Aspects in Agile Requirements Specifications of Web Applications,OpenAlex,0,1,0,0,0
10.60692/w2vx7-s5y05,iapx.bsycxq,2019,Text,An Approach for Reviewing Security-Related Aspects in Agile Requirements Specifications of Web Applications,OpenAlex,0,1,0,1,0
10.60692/aga4b-b7r04,iapx.bsycxq,2022,Text,False Alarm Reduction in Wavelength–Resolution SAR Change Detection Schemes by Using a Convolutional Neural Network,OpenAlex,0,1,0,1,0
10.60692/vcsbh-8yk27,iapx.bsycxq,2022,Text,False Alarm Reduction in Wavelength–Resolution SAR Change Detection Schemes by Using a Convolutional Neural Network,OpenAlex,0,1,0,0,1
10.60692/eqg4e-24g53,iapx.bsycxq,2022,Text,CNN-Based Change Detection Algorithm for Wavelength-Resolution SAR Images,OpenAlex,0,1,0,1,0
10.60692/kvff6-54y16,iapx.bsycxq,2022,Text,CNN-Based Change Detection Algorithm for Wavelength-Resolution SAR Images,OpenAlex,0,1,0,0,1
10.60692/yjmkr-11k65,iapx.bsycxq,2022,Text,Neyman–Pearson Criterion-Based Change Detection Methods for Wavelength–Resolution SAR Image Stacks,OpenAlex,0,1,0,1,0
10.60692/ymbbf-jcr11,iapx.bsycxq,2022,Text,Neyman–Pearson Criterion-Based Change Detection Methods for Wavelength–Resolution SAR Image Stacks,OpenAlex,0,1,0,0,1
10.60692/adhz1-hg560,iapx.bsycxq,2022,Text,Change Detection Based on Convolutional Neural Networks Using Stacks of Wavelength-Resolution Synthetic Aperture Radar Images,OpenAlex,0,1,0,0,1
10.60692/r116f-dpk37,iapx.bsycxq,2022,Text,Change Detection Based on Convolutional Neural Networks Using Stacks of Wavelength-Resolution Synthetic Aperture Radar Images,OpenAlex,0,1,0,1,0
10.60692/e8s52-pma48,iapx.bsycxq,2021,Text,Changing flight heading during pass to enhance SAR change detection performance,OpenAlex,0,1,0,1,0
10.60692/h8q79-4q322,iapx.bsycxq,2021,Text,Changing flight heading during pass to enhance SAR change detection performance,OpenAlex,0,1,0,0,1
10.60692/6vbec-3hj84,iapx.bsycxq,2015,Text,Linear Array Design with Switched Beams for Wireless Communications Systems,OpenAlex,0,1,0,0,1
10.60692/8ks37-rt137,iapx.bsycxq,2015,Text,Linear Array Design with Switched Beams for Wireless Communications Systems,OpenAlex,0,1,0,1,0
10.5281/zenodo.11544897,cern.zenodo,2025,Software,mendezfe/temse: Links to several preprints added,Zenodo,0,1,1,0,1
10.60692/bn85p-5nk40,iapx.bsycxq,2021,Text,Deep Sentiment Analysis: A Case Study on Stemmed Turkish Twitter Data,OpenAlex,0,1,0,1,0
10.60692/cv1hk-60e55,iapx.bsycxq,2021,Text,Deep Sentiment Analysis: A Case Study on Stemmed Turkish Twitter Data,OpenAlex,0,1,0,0,1
10.60692/80vbr-wjh60,iapx.bsycxq,2021,Text,Product-service systems evolution in the era of Industry 4.0,OpenAlex,0,1,0,0,0
10.60692/ghpjn-2m551,iapx.bsycxq,2021,Text,Product-service systems evolution in the era of Industry 4.0,OpenAlex,0,1,0,1,0
10.6084/m9.figshare.26011832,figshare.ars,2024,Text,Additional file 1 of Validation of the Health Assessment Tool (HAT) based on four aging cohorts from the Swedish National study on Aging and Care,figshare,0,1,0,1,0
10.6084/m9.figshare.26011832.v1,figshare.ars,2024,Text,Additional file 1 of Validation of the Health Assessment Tool (HAT) based on four aging cohorts from the Swedish National study on Aging and Care,figshare,0,1,0,1,0
10.5281/zenodo.11963222,cern.zenodo,2024,InteractiveResource,Open Science – Artefact Management Guideline,Zenodo,0,1,0,1,0
10.5281/zenodo.12157470,cern.zenodo,2011,Text,An Integration of policy and reputation based trust mechanisms,Zenodo,0,1,0,0,1
10.5281/zenodo.12157471,cern.zenodo,2011,Text,An Integration of policy and reputation based trust mechanisms,Zenodo,0,1,0,1,0
10.5281/zenodo.12205290,cern.zenodo,2024,Software,JulianFrattini/rqi-proto: EMSE Revision 1,Zenodo,0,1,0,1,0
10.60692/j8h2h-76435,iapx.bsycxq,2010,Text,A Method of Genetic Algorithm (GA) for FIR Filter Construction: Design and Development with Newer Approaches in Neural Network Platform,OpenAlex,0,1,0,0,1
10.60692/zkwnz-64027,iapx.bsycxq,2010,Text,A Method of Genetic Algorithm (GA) for FIR Filter Construction: Design and Development with Newer Approaches in Neural Network Platform,OpenAlex,0,1,0,1,0
10.60692/8gg0n-3b891,iapx.bsycxq,2010,Text,OFDM System Analysis for reduction of Inter symbol Interference Using the AWGN Channel Platform,OpenAlex,0,1,0,0,1
10.60692/vejtk-65m18,iapx.bsycxq,2010,Text,OFDM System Analysis for reduction of Inter symbol Interference Using the AWGN Channel Platform,OpenAlex,0,1,0,1,0
10.5878/ht7h-hc53,snd.snd,2019,Dataset,Survey-data: Characteristics that affect Preference of Decision Models for Asset Selection: Decision-making in Practice,Blekinge Institute of Technology,1,1,1,1,0
10.5878/xbsp-df59,snd.snd,2019,Dataset,Survey-data: Characteristics that affect Preference of Decision Models for Asset Selection: Decision-making in Practice,Blekinge Institute of Technology,1,1,1,0,1
10.5281/zenodo.12518069,cern.zenodo,2023,Dataset,"Supplementary Materials of the Tutorial: ""Promotion of Open Science in Requirements Engineering - Leveraging the Open Research Knowledge Graph for FAIR Scientific Information""",Zenodo,0,1,0,1,0
10.60692/xpeh7-9yn64,iapx.bsycxq,2006,Text,A hashing technique using separate binary tree,OpenAlex,0,1,0,1,0
10.60692/2x0he-bn347,iapx.bsycxq,2006,Text,A hashing technique using separate binary tree,OpenAlex,0,1,0,0,1
10.5281/zenodo.12544287,cern.zenodo,2024,Other,Supplementary material: User Feedback in Continuous Software Engineering: Revealing the State-of-Practice,Zenodo,0,1,0,0,1
10.5281/zenodo.12544288,cern.zenodo,2024,Other,Supplementary material: User Feedback in Continuous Software Engineering: Revealing the State-of-Practice,Zenodo,0,1,0,1,0
10.60692/hvt90-ebx98,iapx.bsycxq,2019,Text,"EPSILON-STRONGLY GROUPOID-GRADED RINGS, THE PICARD INVERSE CATEGORY AND COHOMOLOGY",OpenAlex,0,1,0,1,0
10.60692/mhntr-6g237,iapx.bsycxq,2019,Text,"EPSILON-STRONGLY GROUPOID-GRADED RINGS, THE PICARD INVERSE CATEGORY AND COHOMOLOGY",OpenAlex,0,1,0,0,1
10.60692/dn0r4-vk958,iapx.bsycxq,2021,Text,Digital Forensics Subdomains: The State of the Art and Future Directions,OpenAlex,0,1,0,0,1
10.60692/fwvbx-j7x41,iapx.bsycxq,2021,Text,Digital Forensics Subdomains: The State of the Art and Future Directions,OpenAlex,0,1,0,1,0
10.5281/zenodo.12740383,cern.zenodo,2024,Software,"Supplementary materials for the study ""A Taxonomy of Microservice Integration Techniques""",Zenodo,0,1,0,1,0
10.60692/6q802-vhv42,iapx.bsycxq,2023,Text,Predictive Power of XGBoost_BiLSTM Model: A Machine-Learning Approach for Accurate Sleep Apnea Detection Using Electronic Health Data,OpenAlex,0,1,0,0,1
10.60692/xx06d-nhb16,iapx.bsycxq,2023,Text,Predictive Power of XGBoost_BiLSTM Model: A Machine-Learning Approach for Accurate Sleep Apnea Detection Using Electronic Health Data,OpenAlex,0,1,0,1,0
10.5281/zenodo.11000344,cern.zenodo,2024,ComputationalNotebook,Industrial Practices of Requirements Engineering for ML-Enabled Systems in Brazil,Zenodo,0,1,0,1,0
10.60692/tyvj3-xw591,iapx.bsycxq,2024,Text,Python Data Odyssey: Mining User feedback from Google Play store,OpenAlex,0,1,0,1,0
10.60692/qwn68-npj48,iapx.bsycxq,2024,Text,Python Data Odyssey: Mining User feedback from Google Play store,OpenAlex,0,1,0,0,1
10.60692/35gs6-dvw31,iapx.bsycxq,2020,Text,Blockchain-Enabled Reliable Osmotic Computing for Cloud of Things: Applications and Challenges,OpenAlex,0,1,0,0,1
10.60692/z51ba-pdh88,iapx.bsycxq,2020,Text,Blockchain-Enabled Reliable Osmotic Computing for Cloud of Things: Applications and Challenges,OpenAlex,0,1,0,1,0
10.60692/7k38e-cfr84,iapx.bsycxq,2021,Text,SHIBR—The Swedish Historical Birth Records: a semi-annotated dataset,OpenAlex,0,1,0,0,1
10.60692/cg0k6-sg581,iapx.bsycxq,2021,Text,SHIBR—The Swedish Historical Birth Records: a semi-annotated dataset,OpenAlex,0,1,0,1,0
10.60692/jq8cq-9rk35,iapx.bsycxq,2022,Text,Reduced reference image and video quality assessments: review of methods,OpenAlex,0,1,0,1,0
10.60692/kk8vd-jnp27,iapx.bsycxq,2022,Text,Reduced reference image and video quality assessments: review of methods,OpenAlex,0,1,0,0,1
10.5281/zenodo.13312638,cern.zenodo,2024,Software,Replication Package for: Crossover Designs in Software Engineering Experiments: Review of the State of Analysis,Zenodo,0,1,0,0,1
10.5281/zenodo.13312639,cern.zenodo,2024,Software,Replication Package for: Crossover Designs in Software Engineering Experiments: Review of the State of Analysis,Zenodo,0,1,0,1,0
10.6084/m9.figshare.26011963,figshare.ars,2024,Text,Additional file 2 of Validation of the Health Assessment Tool (HAT) based on four aging cohorts from the Swedish National study on Aging and Care,figshare,0,1,0,1,0
10.6084/m9.figshare.26011963.v1,figshare.ars,2024,Text,Additional file 2 of Validation of the Health Assessment Tool (HAT) based on four aging cohorts from the Swedish National study on Aging and Care,figshare,0,1,0,1,0
10.6084/m9.figshare.c.7279088,figshare.ars,2024,Collection,Validation of the Health Assessment Tool (HAT) based on four aging cohorts from the Swedish National study on Aging and Care,figshare,0,1,0,1,0
10.6084/m9.figshare.c.7279088.v1,figshare.ars,2024,Collection,Validation of the Health Assessment Tool (HAT) based on four aging cohorts from the Swedish National study on Aging and Care,figshare,0,1,0,1,0
10.5281/zenodo.13747866,cern.zenodo,2024,Text,"Interview questions used in the study ""Regulatory Requirements Engineering in Large Enterprises: An Interview Study on the European Accessibility Act""",Zenodo,0,1,1,1,0
10.5281/zenodo.13747865,cern.zenodo,2024,Text,"Interview questions used in the study ""Regulatory Requirements Engineering in Large Enterprises: An Interview Study on the European Accessibility Act""",Zenodo,0,1,1,0,1
10.13140/rg.2.2.24710.18247,rg.rg,2024,Text,Software testing optimization and continuous integration with MS AZURE DevOps,Blekinge Institute of Technology,1,0,0,1,0
10.13140/rg.2.2.13986.85448,rg.rg,2022,Text,"D 4.2 SESA -Smart Energy Solutions for Africa, Demonstration Implementation Plans and Project Updates",Blekinge Institute of Technology,1,0,0,1,0
10.13140/rg.2.2.22375.46241,rg.rg,2022,Text,Five (5) Demonstration Implementation Plans and Set-up of Regional Platforms. SESA -Smart Energy Solutions for Africa,Blekinge Institute of Technology,1,0,0,1,0
10.5281/zenodo.13449373,cern.zenodo,2024,Software,Handbook on Teaching Empirical Software Engineering: Online Material,Zenodo,0,1,1,1,0
10.5281/zenodo.14036029,cern.zenodo,2024,Other,Interview protocol - Using GenAI tools to support inception-stage software startups,Zenodo,0,1,0,0,1
10.5281/zenodo.14036030,cern.zenodo,2024,Other,Interview protocol - Using GenAI tools to support inception-stage software startups,Zenodo,0,1,0,1,0
10.5281/zenodo.13999200,cern.zenodo,2024,Dataset,"Open dataset for publication ""Systematic Mapping Study on Requirements Engineering for Regulatory Compliance of Software Systems""",Zenodo,0,1,1,0,1
10.5281/zenodo.13999201,cern.zenodo,2024,Dataset,"Open dataset for publication ""Systematic Mapping Study on Requirements Engineering for Regulatory Compliance of Software Systems""",Zenodo,0,1,1,1,0
10.5281/zenodo.14197337,cern.zenodo,2024,Other,The NLP4RE ID-Card,Zenodo,0,1,0,0,1
10.5281/zenodo.14197338,cern.zenodo,2024,Other,The NLP4RE ID-Card,Zenodo,0,1,0,1,0
10.5281/zenodo.14288346,cern.zenodo,2024,Software,"Replication Package for the ""Replications, Revisions, and Reanalyses: Managing Variance Theories in Software Engineering""",Zenodo,0,1,0,0,1
10.5281/zenodo.14288347,cern.zenodo,2024,Software,"Replication Package for the ""Replications, Revisions, and Reanalyses: Managing Variance Theories in Software Engineering""",Zenodo,0,1,0,1,0
10.5281/zenodo.14500564,cern.zenodo,2024,Software,"Replication Package for the ""Replications, Revisions, and Reanalyses: Managing Variance Theories in Software Engineering""",Zenodo,0,1,0,1,0
10.5281/zenodo.14654329,cern.zenodo,2020,ConferencePaper,The Potential of Online Laboratories in STEM Education; First Steps Towards an International Community of Practice,Zenodo,0,1,0,0,1
10.5281/zenodo.14654330,cern.zenodo,2020,ConferencePaper,The Potential of Online Laboratories in STEM Education; First Steps Towards an International Community of Practice,Zenodo,0,1,0,1,0
10.5281/zenodo.14793541,cern.zenodo,2025,Software,mendezfe/temse: Links to several preprints added,Zenodo,0,1,0,1,0
10.5281/zenodo.14989559,cern.zenodo,2025,Dataset,Artifacts - Towards Lean Research Inception: Assessing Practical Relevance of Formulated Research Problems,Zenodo,0,1,0,0,1
10.5281/zenodo.15029764,cern.zenodo,2025,ComputationalNotebook,Industrial Practices of Requirements Engineering for ML-Enabled Systems in Brazil: An Extended Analysis,Zenodo,0,1,0,0,1
10.5281/zenodo.15029765,cern.zenodo,2025,ComputationalNotebook,Industrial Practices of Requirements Engineering for ML-Enabled Systems in Brazil: An Extended Analysis,Zenodo,0,1,0,1,0
10.5281/zenodo.15034832,cern.zenodo,2025,Other,Identifying Critical Dependencies in Large-Scale Continuous Software Engineering: Interview Guide,Zenodo,0,1,0,0,1
10.5281/zenodo.15034833,cern.zenodo,2025,Other,Identifying Critical Dependencies in Large-Scale Continuous Software Engineering: Interview Guide,Zenodo,0,1,0,1,0
10.5281/zenodo.15064696,cern.zenodo,2025,Dataset,Agile Development Impacts on Software Startup Companies - Questionnaire dataset,Zenodo,0,1,0,0,1
10.5281/zenodo.15064697,cern.zenodo,2025,Dataset,Agile Development Impacts on Software Startup Companies - Questionnaire dataset,Zenodo,0,1,0,1,0
10.5281/zenodo.15193085,cern.zenodo,2025,Text,Faculty of Humanities Coordinated Response to the Policy Review of the National Competitive Grants Program,Zenodo,0,1,0,1,0
10.5281/zenodo.15193084,cern.zenodo,2025,Text,Faculty of Humanities Coordinated Response to the Policy Review of the National Competitive Grants Program,Zenodo,0,1,0,0,1
10.13140/rg.2.2.11337.25446,rg.rg,2024,Text,Flow control in Lean and Agile: Value Stream Mapping of Software Features in the Scrum Development Cycle,Blekinge Institute of Technology,1,0,0,1,0
10.5281/zenodo.15255975,cern.zenodo,2025,Dataset,Artifacts - Towards Lean Research Inception: Assessing Practical Relevance of Formulated Research Problems,Zenodo,0,1,0,1,0
10.5281/zenodo.15348010,cern.zenodo,2025,Text,Inventory of existing infrastructure for edge AU,Zenodo,0,1,0,0,1
10.5281/zenodo.15348011,cern.zenodo,2025,Text,Inventory of existing infrastructure for edge AU,Zenodo,0,1,0,1,0
10.5281/zenodo.15342374,cern.zenodo,2025,Text,Inventory of existing infrastructure for edge AU,Zenodo,0,1,0,0,1
10.5281/zenodo.15342375,cern.zenodo,2025,Text,Inventory of existing infrastructure for edge AU,Zenodo,0,1,0,1,0
10.5281/zenodo.15387465,cern.zenodo,2025,Dissertation,Digital Sovereignty for Collaborative AI Engineering,BTH DiVA Portal,0,1,0,1,0
10.5281/zenodo.15387464,cern.zenodo,2025,Dissertation,Digital Sovereignty for Collaborative AI Engineering,BTH DiVA Portal,0,1,0,0,1
10.5281/zenodo.15421925,cern.zenodo,2025,Dataset,Artifact package: When GUI-based Testing Meets Code Reviews,Zenodo,0,1,0,0,1
10.5281/zenodo.15421926,cern.zenodo,2025,Dataset,Artifact package: When GUI-based Testing Meets Code Reviews,Zenodo,0,1,0,1,0
10.5281/zenodo.15470170,cern.zenodo,2025,Journal,Online Appendix for an article - Characterizing Participatory Reuse: A Case Survey,Zenodo,0,1,0,0,1
10.5281/zenodo.15470171,cern.zenodo,2025,Journal,Characterizing Participatory Reuse: A Case Survey_Appendix and Data Analysis,Zenodo,0,1,0,1,0
10.5281/zenodo.15473194,cern.zenodo,2025,Journal,Online Appendix for an article - Characterizing Participatory Reuse: A Case Survey,Zenodo,0,1,0,1,0
10.5281/zenodo.15480495,cern.zenodo,2025,Dataset,Minimal Distances in Code Review Networks,Zenodo,0,1,0,0,1
10.5281/zenodo.15480496,cern.zenodo,2025,Dataset,Minimal Distances in Code Review Networks,Zenodo,0,1,0,1,0
10.5281/zenodo.15696886,cern.zenodo,2025,Dataset,Measurements on Inner Source: a systematic mapping study - Replication Package,Zenodo,0,1,0,0,1
10.5281/zenodo.15696887,cern.zenodo,2025,Dataset,Measurements on Inner Source: a systematic mapping study - Replication Package,Zenodo,0,1,0,1,0
10.5281/zenodo.15736252,cern.zenodo,2025,Dataset,How (Not) To Write a Software Engineering Abstract (Data Package),Zenodo,0,1,0,0,0
10.5281/zenodo.15736253,cern.zenodo,2025,Dataset,How (Not) To Write a Software Engineering Abstract (Data Package),Zenodo,0,1,0,1,0
10.5281/zenodo.15767007,cern.zenodo,2025,Image,Research Alternatives Exercise Card Pack v2,Zenodo,0,1,0,0,1
10.5281/zenodo.15767008,cern.zenodo,2025,Image,Research Alternatives Exercise Card Pack v2,Zenodo,0,1,0,1,0
10.6084/m9.figshare.29466295,figshare.ars,2025,Text,Additional file 1 of Supporting relatives when general palliative care is provided at home– a focus group study based on nurses’ experiences,figshare,0,1,0,1,0
10.6084/m9.figshare.29466295.v1,figshare.ars,2025,Text,Additional file 1 of Supporting relatives when general palliative care is provided at home– a focus group study based on nurses’ experiences,figshare,0,1,0,1,0
10.6084/m9.figshare.c.7908436,figshare.ars,2025,Collection,Supporting relatives when general palliative care is provided at home– a focus group study based on nurses’ experiences,figshare,0,1,0,1,0
10.6084/m9.figshare.c.7908436.v1,figshare.ars,2025,Collection,Supporting relatives when general palliative care is provided at home– a focus group study based on nurses’ experiences,figshare,0,1,0,1,0
10.5281/zenodo.15797374,cern.zenodo,2025,Dataset,Measurements on Inner Source: a systematic mapping study - Replication Package,Zenodo,0,1,0,1,0
10.5281/zenodo.15850887,cern.zenodo,2025,Dataset,Agile Development Impacts on Software Startup Companies - Questionnaire dataset,Zenodo,0,1,0,1,0
10.5281/zenodo.16263662,cern.zenodo,2025,Dataset,"Supplementary Materials of the Tutorial: ""Promotion of Open Science in Requirements Engineering: Leveraging the ORKG and ORKG Ask for FAIR Scientific Information""",Zenodo,0,1,0,1,0
10.5281/zenodo.16781333,cern.zenodo,2025,Software,michaeldorner/quo-vadis-code-review: Under review,Zenodo,0,1,0,0,0
10.5281/zenodo.16781334,cern.zenodo,2025,Software,michaeldorner/quo-vadis-code-review: Under review,Zenodo,0,1,0,1,0
10.5281/zenodo.16882340,cern.zenodo,2025,Text,Supplemental Material for Hindrances and Strengths in Software Delivery: Insights from a Developer Experience Study at the Swedish Transport Administration,Zenodo,0,1,0,0,1
10.5281/zenodo.16882341,cern.zenodo,2025,Text,Supplemental Material for Hindrances and Strengths in Software Delivery: Insights from a Developer Experience Study at the Swedish Transport Administration,Zenodo,0,1,0,1,0
10.5281/zenodo.16887068,cern.zenodo,2025,Text,Supplemental Material for Hindrances and Strengths in Software Delivery: Insights from a Developer Experience Study at the Swedish Transport Administration,Zenodo,0,1,0,1,0
10.6084/m9.figshare.29972425,figshare.ars,2025,Text,Additional file 1 of Examining sleep health and its associations with technology use among older adults in Sweden: insights from a population-based study,figshare,0,1,0,1,0
10.6084/m9.figshare.29972425.v1,figshare.ars,2025,Text,Additional file 1 of Examining sleep health and its associations with technology use among older adults in Sweden: insights from a population-based study,figshare,0,1,0,1,0
10.6084/m9.figshare.c.7996531,figshare.ars,2025,Collection,Examining sleep health and its associations with technology use among older adults in Sweden: insights from a population-based study,figshare,0,1,0,1,0
10.6084/m9.figshare.c.7996531.v1,figshare.ars,2025,Collection,Examining sleep health and its associations with technology use among older adults in Sweden: insights from a population-based study,figshare,0,1,0,1,0
